EXP_NUM,MODEL,DATASET,POISONING_RATE,TRIGGER_SIZE,TRIGGER_TYPE,TRIGGER_VALUE,CDA,ASR
3,SAINT,LOAN,0.003,3,IB,MEDIAN,0.6667572021484375,0.3256634902954101
3,SAINT,LOAN,0.003,3,IB,MEAN,0.6661798095703125,0.263835334777832
1,SAINT,CovType,0.001,3,IB,MIN,0.9340705871582032,0.9581163787841795
1,SAINT,CovType,0.001,3,IB,MAX,0.9818466949462892,0.9590802001953124
1,SAINT,CovType,0.001,3,IB,MEDIAN,0.7784329986572266,0.9574623870849608
1,SAINT,CovType,0.001,3,IB,MEAN,0.7130722045898438,0.9591318511962892
4,FTT,LOAN,0.004,3,IB,MIN,0.6681157082332164,0.9998811343182205
4,FTT,LOAN,0.004,3,IB,MAX,0.6680308034539264,0.9998471726948548
4,FTT,LOAN,0.004,3,IB,MEDIAN,0.6680817463215004,0.3324503311258278
4,FTT,LOAN,0.004,3,IB,MEAN,0.6685232511738086,0.2923416539310579
4,SAINT,LOAN,0.003,3,IB,MIN,0.6679628753662109,0.999592514038086
4,SAINT,LOAN,0.003,3,IB,MAX,0.6662562561035156,0.9776872253417968
4,SAINT,LOAN,0.003,3,IB,MEDIAN,0.6685741424560547,0.309729995727539
4,SAINT,LOAN,0.003,3,IB,MEAN,0.6694062042236328,0.3401935577392578
2,TabNet,CovType,0.0001,3,IB,MIN,0.9317487500322712,0.925313199888018
2,TabNet,CovType,0.0001,3,IB,MAX,0.9430737588530416,0.9822578387458006
