EXP_NUM,MODEL,DATASET,POISONING_RATE,TRIGGER_SIZE,TRIGGER_TYPE,SELECTED_FEATURE,FEATURE_RANK,CDA,ASR
1,SAINT,LOAN,0.001,1,OOB,avg_cur_bal,15,0.9197811889648437,0.6665874481201172
0,FTT,CovType,0.0005,1,OOB,Hillshade_9am,7,0.9536156553617376,0.9969992301231803
1,TabNet,SDSS,0.0005,1,OOB,rerun,40,0.9907,0.0034607870499581356
2,FTT,LOAN,5e-05,1,OOB,delinq_2yrs,50,0.6670374175362331,0.677511929222775
0,TabNet,CovType,0.0005,1,OOB,Vertical_Distance_To_Hydrology,4,0.9400187602729706,0.98682460806271
2,TabNet,SDSS,0.0005,1,OOB,rerun,40,0.98695,0.0021769466927156014
0,FTT,LOAN,0.0005,1,OOB,delinq_2yrs,50,0.6674364699988963,0.9997283070130752
2,TabNet,LOAN,0.01,1,OOB,avg_cur_bal,15,0.6652459266932136,0.9987943418974681
2,SAINT,LOAN,0.001,1,OOB,avg_cur_bal,15,0.4287557601928711,0.6685826873779297
0,TabNet,SDSS,0.0005,1,OOB,camcol,39,0.9878,0.001339659503209601
1,FTT,LOAN,0.0005,1,OOB,delinq_2yrs,50,0.6625374642338617,0.9998811322997504
1,SAINT,CovType,0.0005,1,OOB,Horizontal_Distance_To_Fire_Points,2,0.5996990966796875,0.9583315277099609
1,TabNet,SDSS,0.0005,1,OOB,camcol,39,0.98995,0.0020094892548144015
2,FTT,LOAN,0.0005,1,OOB,delinq_2yrs,50,0.6661798792654039,0.999847170099679
0,TabNet,LOAN,0.0001,1,OOB,bc_open_to_buy,28,0.6639299026142181,0.9618610969604348
2,TabNet,SDSS,0.0005,1,OOB,camcol,39,0.98865,0.0027351381523862683
1,FTT,CovType,0.0005,1,OOB,Hillshade_9am,7,0.954768809755342,0.9993438549832027
0,FTT,LOAN,0.001,1,OOB,delinq_2yrs,50,0.6661798792654039,0.9998811343182205
0,SAINT,LOAN,0.01,1,OOB,avg_cur_bal,15,0.9994396209716797,0.6684468078613282
0,TabNet,SDSS,0.0005,1,OOB,field,29,0.98545,0.0008372871895060006
2,SAINT,CovType,0.0005,1,OOB,Horizontal_Distance_To_Fire_Points,2,0.4912339019775391,0.9587360382080078
1,FTT,LOAN,0.001,1,OOB,delinq_2yrs,50,0.6646940456278284,0.9998811322997504
1,TabNet,LOAN,0.0001,1,OOB,bc_open_to_buy,28,0.6613997401913754,0.7428552021599959
1,TabNet,SDSS,0.0005,1,OOB,field,29,0.98985,0.002400223276583868
1,TabNet,CovType,0.0005,1,OOB,Vertical_Distance_To_Hydrology,4,0.9143825890897825,0.983885078387458
2,FTT,LOAN,0.001,1,OOB,delinq_2yrs,50,0.666621384117712,0.9998301889996434
1,SAINT,LOAN,0.01,1,OOB,avg_cur_bal,15,0.9986415100097656,0.6679628753662109
2,TabNet,SDSS,0.0005,1,OOB,field,29,0.98735,0.005637733742673737
0,FTT,LOAN,5e-05,1,OOB,delinq_amnt,66,0.6644393312899584,0.9999490575649516
0,TabNet,SDSS,0.0005,1,OOB,plate,22,0.98955,0.5905665643315657
2,TabNet,LOAN,0.0001,1,OOB,bc_open_to_buy,28,0.6638874502245732,0.8968737794834349
2,FTT,CovType,0.0005,1,OOB,Hillshade_9am,7,0.9541664156691307,0.9979003359462486
1,FTT,LOAN,5e-05,1,OOB,delinq_amnt,66,0.6626733118807258,0.9998811322997504
1,TabNet,SDSS,0.0005,1,OOB,plate,22,0.9914,0.9879988836170807
2,SAINT,LOAN,0.01,1,OOB,avg_cur_bal,15,0.9999659729003906,0.668149642944336
2,FTT,LOAN,5e-05,1,OOB,delinq_amnt,66,0.6674279795209672,0.9998641511997147
2,TabNet,SDSS,0.0005,1,OOB,plate,22,0.9888,0.004298074239464136
0,TabNet,LOAN,0.001,1,OOB,bc_open_to_buy,28,0.6628940643068798,0.9651553744268976
0,FTT,LOAN,0.0005,1,OOB,delinq_amnt,66,0.6669355318010851,0.9999490575649516
0,TabNet,SDSS,0.0005,1,OOB,mjd,30,0.9878,0.00507954228300307
1,FTT,LOAN,0.0005,1,OOB,delinq_amnt,66,0.6630299119537438,0.9998811322997504
0,SAINT,LOAN,0.0001,1,OOB,bc_open_to_buy,28,0.31752418518066405,0.6678015899658203
1,TabNet,SDSS,0.0005,1,OOB,mjd,30,0.9924,0.9819145967066704
2,TabNet,CovType,0.0005,1,OOB,Vertical_Distance_To_Hydrology,4,0.9467053346299149,0.9883381159014558
0,FTT,CovType,0.0005,1,OOB,Hillshade_Noon,5,0.9536586835107528,0.9991513857782754
1,TabNet,LOAN,0.001,1,OOB,bc_open_to_buy,28,0.6563309248677608,0.9714717519400907
2,FTT,LOAN,0.0005,1,OOB,delinq_amnt,66,0.666485536470848,0.9998641511997147
2,TabNet,SDSS,0.0005,1,OOB,mjd,30,0.9907,0.9430086519676248
0,FTT,LOAN,0.001,1,OOB,delinq_amnt,66,0.666485536470848,0.9999490575649516
0,TabNet,SDSS,0.0005,1,OOB,fiberid,23,0.9873,0.005414457158805471
1,SAINT,LOAN,0.0001,1,OOB,bc_open_to_buy,28,0.33162387847900393,0.6663835906982422
2,TabNet,LOAN,0.001,1,OOB,bc_open_to_buy,28,0.6593959874001307,0.9990150961979317
1,FTT,LOAN,0.001,1,OOB,delinq_amnt,66,0.6652204552594265,0.9998811322997504
1,TabNet,SDSS,0.0005,1,OOB,fiberid,23,0.99305,0.5343008651967625
2,TabNet,SDSS,0.0005,1,OOB,fiberid,23,0.98715,0.002456042422550935
2,FTT,LOAN,0.001,1,OOB,delinq_amnt,66,0.666774212720434,0.9998641511997147
1,FTT,CovType,0.0005,1,OOB,Hillshade_Noon,5,0.9551732743560838,0.9993963465845465
2,SAINT,LOAN,0.0001,1,OOB,bc_open_to_buy,28,0.35133895874023435,0.6694147491455078
0,TabNet,LOAN,0.01,1,OOB,bc_open_to_buy,28,0.6630808548213178,0.9981660723382577
0,TabNet,SDSS,0.0005,1,OOB,petroRad_u,13,0.99065,0.38598939436226626
0,FTT,LOAN,5e-05,1,OOB,dti,3,0.6653393219504325,0.9994735948378333
1,TabNet,SDSS,0.0005,1,OOB,petroRad_u,13,0.9901,0.34624616243371475
1,FTT,LOAN,5e-05,1,OOB,dti,3,0.6638449978349281,0.9949226510893375
0,TabNet,CovType,0.0005,1,OOB,Horizontal_Distance_To_Roadways,1,0.9479015171725342,0.9981802911534154
2,TabNet,SDSS,0.0005,1,OOB,petroRad_u,13,0.98645,0.9775607033212392
1,TabNet,LOAN,0.01,1,OOB,bc_open_to_buy,28,0.6615865307058134,0.9967396287931533
2,FTT,LOAN,5e-05,1,OOB,dti,3,0.6674109985651092,0.9998641511997147
0,SAINT,LOAN,0.001,1,OOB,bc_open_to_buy,28,0.6086941909790039,0.6682685089111328
0,TabNet,SDSS,0.0005,1,OOB,petroRad_g,11,0.98845,0.2356684342729556
0,FTT,LOAN,0.0005,1,OOB,dti,3,0.6666808174632151,0.9980981490915266
2,FTT,CovType,0.0005,1,OOB,Hillshade_Noon,5,0.9551302462070687,0.9996763017917133
1,TabNet,SDSS,0.0005,1,OOB,petroRad_g,11,0.9897,0.2511303377058331
1,FTT,LOAN,0.0005,1,OOB,dti,3,0.6628091595275898,0.9916113365823838
2,TabNet,LOAN,0.01,1,OOB,bc_open_to_buy,28,0.663284626291614,0.9912037901815279
1,SAINT,LOAN,0.001,1,OOB,bc_open_to_buy,28,0.8942417144775391,0.6671053314208985
2,TabNet,SDSS,0.0005,1,OOB,petroRad_g,11,0.98935,0.38967345799609265
2,FTT,LOAN,0.0005,1,OOB,dti,3,0.6668166651100791,0.9998641511997147
0,TabNet,SDSS,0.0005,1,OOB,petroRad_i,2,0.98875,0.9392687691878314
0,FTT,LOAN,0.001,1,OOB,dti,3,0.6651695123918525,0.9978264561046017
0,TabNet,LOAN,0.0001,1,OOB,bc_util,24,0.6627751976158738,0.9795211411105451
1,TabNet,SDSS,0.0005,1,OOB,petroRad_i,2,0.9922,0.185766117778398
2,SAINT,LOAN,0.001,1,OOB,bc_open_to_buy,28,0.638387451171875,0.6676657104492187
1,TabNet,CovType,0.0005,1,OOB,Horizontal_Distance_To_Roadways,1,0.9460168842456735,0.9948033314669653
1,FTT,LOAN,0.001,1,OOB,dti,3,0.6645242360692484,0.9946339723887313
0,FTT,CovType,0.0005,1,OOB,Hillshade_3pm,6,0.9538307961068131,0.9888892777155656
2,TabNet,SDSS,0.0005,1,OOB,petroRad_i,2,0.9884,0.03086798771978789
2,FTT,LOAN,0.001,1,OOB,dti,3,0.6667147793749311,0.9998301889996434
1,TabNet,LOAN,0.0001,1,OOB,bc_util,24,0.6600327732448059,0.5812970164207237
0,TabNet,SDSS,0.0005,1,OOB,petroRad_r,18,0.98835,0.993301702483952
0,FTT,LOAN,5e-05,1,OOB,emp_length,13,0.6657298839351667,0.13338427576838172
0,SAINT,LOAN,0.01,1,OOB,bc_open_to_buy,28,0.9987434387207031,0.6699072265625
1,TabNet,SDSS,0.0005,1,OOB,petroRad_r,18,0.991,0.9980463298911527
1,FTT,LOAN,5e-05,1,OOB,emp_length,13,0.663547831107413,0.09307340929545416
2,TabNet,SDSS,0.0005,1,OOB,petroRad_r,18,0.98835,0.9964275746581077
2,TabNet,LOAN,0.0001,1,OOB,bc_util,24,0.6624185975428557,0.39440302942824634
2,FTT,LOAN,5e-05,1,OOB,emp_length,13,0.6668506270217951,0.0770941941618978
1,FTT,CovType,0.0005,1,OOB,Hillshade_3pm,6,0.9540373312220854,0.9926511758118701
0,TabNet,SDSS,0.0005,1,OOB,petroRad_z,9,0.9889,0.5376500139547865
1,SAINT,LOAN,0.01,1,OOB,bc_open_to_buy,28,0.9922565460205078,0.6669694519042969
0,FTT,LOAN,0.0005,1,OOB,emp_length,13,0.6674025080871803,0.14557649855663102
1,TabNet,SDSS,0.0005,1,OOB,petroRad_z,9,0.9931,0.9608707786770863
0,TabNet,LOAN,0.001,1,OOB,bc_util,24,0.6644648027237453,0.9937170996773645
2,TabNet,CovType,0.0005,1,OOB,Horizontal_Distance_To_Roadways,1,0.9431426038914658,0.9750752379619261
1,FTT,LOAN,0.0005,1,OOB,emp_length,13,0.6629959500420278,0.11219412793560767
2,TabNet,SDSS,0.0005,1,OOB,petroRad_z,9,0.9888,0.9962042980742395
2,SAINT,LOAN,0.01,1,OOB,bc_open_to_buy,28,0.9975546264648437,0.6678864288330079
0,TabNet,SDSS,0.0005,1,OOB,petroFlux_u,32,0.9877,0.41311749930226066
2,FTT,LOAN,0.0005,1,OOB,emp_length,13,0.6662647840446939,0.15839970113263938
1,TabNet,LOAN,0.001,1,OOB,bc_util,24,0.659922397031729,0.9447774626840326
1,TabNet,SDSS,0.0005,1,OOB,petroFlux_u,32,0.9904,0.9903432877476974
0,FTT,LOAN,0.001,1,OOB,emp_length,13,0.6666977984190731,0.1487688911529971
2,FTT,CovType,0.0005,1,OOB,Hillshade_3pm,6,0.9550786124282505,0.9839813129899216
2,TabNet,SDSS,0.0005,1,OOB,petroFlux_u,32,0.99005,0.8988557075076752
1,FTT,LOAN,0.001,1,OOB,emp_length,13,0.6661289363978299,0.18022041467846286
0,SAINT,LOAN,0.0001,1,OOB,bc_util,24,0.3198335838317871,0.6692958831787109
2,TabNet,LOAN,0.001,1,OOB,bc_util,24,0.6620535069919086,0.9556793289069266
0,TabNet,SDSS,0.0005,1,OOB,petroFlux_g,14,0.98915,1.0
2,FTT,LOAN,0.001,1,OOB,emp_length,13,0.6670713794479491,0.21104111124318634
1,TabNet,SDSS,0.0005,1,OOB,petroFlux_g,14,0.99055,0.8645827518838962
0,FTT,LOAN,5e-05,1,OOB,fico_range_high,16,0.6659336554054628,0.46123280692817115
0,TabNet,CovType,0.0005,1,OOB,Hillshade_9am,7,0.9449756030395084,0.986562150055991
1,SAINT,LOAN,0.0001,1,OOB,bc_util,24,0.29947868347167966,0.6653478240966797
2,TabNet,SDSS,0.0005,1,OOB,petroFlux_g,14,0.98885,0.9939715322355568
0,TabNet,LOAN,0.01,1,OOB,bc_util,24,0.6630978357771758,0.99957547970793
0,FTT,CovType,0.0005,1,OOB,Horizontal_Distance_To_Fire_Points,2,0.9528841768284811,0.998766447368421
1,FTT,LOAN,5e-05,1,OOB,fico_range_high,16,0.663293116769543,0.41388035116914873
0,TabNet,SDSS,0.0005,1,OOB,petroFlux_i,38,0.9888,0.9954786491766676
2,FTT,LOAN,5e-05,1,OOB,fico_range_high,16,0.6672751509182452,0.4845896517176383
1,TabNet,SDSS,0.0005,1,OOB,petroFlux_i,38,0.99065,0.9960368406363382
2,SAINT,LOAN,0.0001,1,OOB,bc_util,24,0.33150501251220704,0.6668081665039063
1,TabNet,LOAN,0.01,1,OOB,bc_util,24,0.6624016165869977,0.9994735858988946
0,FTT,LOAN,0.0005,1,OOB,fico_range_high,16,0.666859117499724,0.6702835795551028
2,TabNet,SDSS,0.0005,1,OOB,petroFlux_i,38,0.9888,0.9921295004186436
1,FTT,LOAN,0.0005,1,OOB,fico_range_high,16,0.6625968975793648,0.6255327820136188
0,TabNet,SDSS,0.0005,1,OOB,petroFlux_r,3,0.9887,0.9978788724532515
1,FTT,CovType,0.0005,1,OOB,Horizontal_Distance_To_Fire_Points,2,0.954803232274554,0.9994488381858903
2,TabNet,LOAN,0.01,1,OOB,bc_util,24,0.663301607247472,0.9995415102990372
2,FTT,LOAN,0.0005,1,OOB,fico_range_high,16,0.666519498382564,0.6733175975139669
0,SAINT,LOAN,0.001,1,OOB,bc_util,24,0.7644931030273437,0.6690326690673828
1,TabNet,SDSS,0.0005,1,OOB,petroFlux_r,3,0.991,0.9814680435389339
1,TabNet,CovType,0.0005,1,OOB,Hillshade_9am,7,0.9469376866345963,0.9469134938409854
0,FTT,LOAN,0.001,1,OOB,fico_range_high,16,0.6668506270217951,0.9996434029546613
2,TabNet,SDSS,0.0005,1,OOB,petroFlux_r,3,0.9879,0.7554005023723137
1,FTT,LOAN,0.001,1,OOB,fico_range_high,16,0.6654072457738646,0.9995415102990372
0,TabNet,LOAN,0.0001,1,OOB,chargeoff_within_12_mths,63,0.663717640665993,0.8180845644421804
0,TabNet,SDSS,0.0005,1,OOB,petroFlux_z,31,0.98965,0.9479765559586938
1,SAINT,LOAN,0.001,1,OOB,bc_util,24,0.8684813690185547,0.6677760314941407
2,FTT,LOAN,0.001,1,OOB,fico_range_high,16,0.666757231764576,0.9955169895905857
1,TabNet,SDSS,0.0005,1,OOB,petroFlux_z,31,0.9911,0.7257047167178342
2,FTT,CovType,0.0005,1,OOB,Horizontal_Distance_To_Fire_Points,2,0.954768809755342,0.9996763017917133
0,FTT,LOAN,5e-05,1,OOB,fico_range_low,30,0.6651185695242785,0.4379521141110545
2,TabNet,SDSS,0.0005,1,OOB,petroFlux_z,31,0.98925,0.9936924365057215
1,TabNet,LOAN,0.0001,1,OOB,chargeoff_within_12_mths,63,0.6609921972507833,0.9268284399463397
2,SAINT,LOAN,0.001,1,OOB,bc_util,24,0.6742855072021484,0.6690157318115234
1,FTT,LOAN,5e-05,1,OOB,fico_range_low,30,0.6627667071379448,0.3667068552700844
0,TabNet,SDSS,0.0005,1,OOB,petroR50_u,5,0.98815,0.8409154339938599
1,TabNet,SDSS,0.0005,1,OOB,petroR50_u,5,0.99,0.8447669550655875
2,FTT,LOAN,5e-05,1,OOB,fico_range_low,30,0.6674789223885412,0.4503387729457114
2,TabNet,LOAN,0.0001,1,OOB,chargeoff_within_12_mths,63,0.6621469022491276,0.9066039498038683
2,TabNet,CovType,0.0005,1,OOB,Hillshade_9am,7,0.9448207017030541,0.9446913493840985
2,TabNet,SDSS,0.0005,1,OOB,petroR50_u,5,0.9891,0.481998325425621
0,FTT,LOAN,0.0005,1,OOB,fico_range_low,30,0.6666977984190731,0.6258787570045848
0,SAINT,LOAN,0.01,1,OOB,bc_util,24,0.9994056701660157,0.6661798095703125
0,TabNet,SDSS,0.0005,1,OOB,petroR50_g,1,0.98875,0.7646106614568797
1,FTT,LOAN,0.0005,1,OOB,fico_range_low,30,0.6623846356311397,0.5837762570259302
0,TabNet,LOAN,0.001,1,OOB,chargeoff_within_12_mths,63,0.6591582540181187,0.9672100526405162
1,TabNet,SDSS,0.0005,1,OOB,petroR50_g,1,0.98975,0.26664806028467763
2,FTT,LOAN,0.0005,1,OOB,fico_range_low,30,0.666672326985286,0.6414780349471039
1,SAINT,LOAN,0.01,1,OOB,bc_util,24,0.9913056182861328,0.6657807922363281
2,TabNet,SDSS,0.0005,1,OOB,petroR50_g,1,0.98725,0.0020094892548144015
0,FTT,LOAN,0.001,1,OOB,fico_range_low,30,0.6650761171346335,0.997894379351333
1,TabNet,LOAN,0.001,1,OOB,chargeoff_within_12_mths,63,0.6610601210742153,0.9984377387967193
0,TabNet,SDSS,0.0005,1,OOB,petroR50_i,8,0.98925,0.030253977114150152
1,FTT,LOAN,0.001,1,OOB,fico_range_low,30,0.6652544171711425,0.9953301974901935
1,TabNet,SDSS,0.0005,1,OOB,petroR50_i,8,0.9893,0.0017303935249790678
2,SAINT,LOAN,0.01,1,OOB,bc_util,24,0.9950244903564454,0.6678694152832031
2,FTT,LOAN,0.001,1,OOB,fico_range_low,30,0.66646855551499,0.9988452851975751
0,TabNet,CovType,0.0005,1,OOB,Hillshade_Noon,5,0.9448895467414783,0.8982975223964166
2,TabNet,SDSS,0.0005,1,OOB,petroR50_i,8,0.98895,0.42372313703600334
2,TabNet,LOAN,0.001,1,OOB,chargeoff_within_12_mths,63,0.6637940549673541,0.9926471836845591
0,FTT,LOAN,5e-05,1,OOB,funded_amnt,6,0.6655176219869416,0.21545253863134659
0,TabNet,SDSS,0.0005,1,OOB,petroR50_r,10,0.9888,0.9550655874965113
1,FTT,LOAN,5e-05,1,OOB,funded_amnt,6,0.663344059637117,0.16653364804972065
0,SAINT,LOAN,0.0001,1,OOB,chargeoff_within_12_mths,63,0.30478858947753906,0.6678864288330079
1,TabNet,SDSS,0.0005,1,OOB,petroR50_r,10,0.9906,0.7344683226346637
0,TabNet,LOAN,0.01,1,OOB,chargeoff_within_12_mths,63,0.6621469022491276,0.9983358804550857
2,FTT,LOAN,5e-05,1,OOB,funded_amnt,6,0.6667487412866471,0.2389070964017049
2,TabNet,SDSS,0.0005,1,OOB,petroR50_r,10,0.9883,0.7008093776165225
0,FTT,LOAN,0.0005,1,OOB,funded_amnt,6,0.6675043938223283,0.25087451180166415
0,TabNet,SDSS,0.0005,1,OOB,petroR50_z,6,0.98615,0.7695785654479487
1,SAINT,LOAN,0.0001,1,OOB,chargeoff_within_12_mths,63,0.41977275848388673,0.6624356079101562
1,TabNet,LOAN,0.01,1,OOB,chargeoff_within_12_mths,63,0.6597525874731489,0.9994396236988232
1,FTT,LOAN,0.0005,1,OOB,funded_amnt,6,0.6626818023586548,0.2298731511827336
1,TabNet,SDSS,0.0005,1,OOB,petroR50_z,6,0.9899,0.9124755791236394
1,TabNet,CovType,0.0005,1,OOB,Hillshade_Noon,5,0.9451993494143869,0.9579542273236282
2,FTT,LOAN,0.0005,1,OOB,funded_amnt,6,0.6669015698893691,0.2927711457148194
2,TabNet,SDSS,0.0005,1,OOB,petroR50_z,6,0.9886,0.9510466089868825
2,TabNet,LOAN,0.01,1,OOB,chargeoff_within_12_mths,63,0.6621723736829146,0.9904226595798876
2,SAINT,LOAN,0.0001,1,OOB,chargeoff_within_12_mths,63,0.37445022583007814,0.6674703979492187
0,FTT,LOAN,0.001,1,OOB,funded_amnt,6,0.666451574559132,0.3345219901511292
0,TabNet,SDSS,0.0005,1,OOB,psfMag_u,4,0.9882,0.8852358358917108
1,TabNet,SDSS,0.0005,1,OOB,psfMag_u,4,0.98955,0.9927993301702484
1,FTT,LOAN,0.001,1,OOB,funded_amnt,6,0.6649487599656985,0.3409125643159164
0,TabNet,LOAN,0.0001,1,OOB,collections_12_mths_ex_med,60,0.6602535256709601,0.9328918322295806
2,TabNet,SDSS,0.0005,1,OOB,psfMag_u,4,0.98825,0.9845380965671225
2,FTT,LOAN,0.001,1,OOB,funded_amnt,6,0.6676742033809083,0.38114079030039566
0,SAINT,LOAN,0.001,1,OOB,chargeoff_within_12_mths,63,0.9336389923095703,0.6692533874511719
0,TabNet,SDSS,0.0005,1,OOB,psfMag_r,7,0.98815,0.954005023723137
0,FTT,LOAN,5e-05,1,OOB,grade,2,0.6651610219139236,0.28841908643233144
1,TabNet,SDSS,0.0005,1,OOB,psfMag_r,7,0.9914,0.9350823332403014
1,FTT,LOAN,5e-05,1,OOB,grade,2,0.6638449978349281,0.2230807111684695
1,TabNet,LOAN,0.0001,1,OOB,collections_12_mths_ex_med,60,0.6604318257074691,0.3525106556402724
1,SAINT,LOAN,0.001,1,OOB,chargeoff_within_12_mths,63,0.974443359375,0.665483627319336
2,TabNet,CovType,0.0005,1,OOB,Hillshade_Noon,5,0.9464729826252334,0.8709056550951848
2,TabNet,SDSS,0.0005,1,OOB,psfMag_r,7,0.9884,0.0055819145967066705
2,FTT,LOAN,5e-05,1,OOB,grade,2,0.6675808081236893,0.29701642072373446
0,TabNet,SDSS,0.0005,1,OOB,psfMag_g,15,0.988,0.9791794585542841
0,FTT,LOAN,0.0005,1,OOB,grade,2,0.6665110079046349,0.3203769740193581
2,TabNet,LOAN,0.0001,1,OOB,collections_12_mths_ex_med,60,0.663267645335756,0.6666610062999881
1,TabNet,SDSS,0.0005,1,OOB,psfMag_g,15,0.9903,0.8164666480602847
2,SAINT,LOAN,0.001,1,OOB,chargeoff_within_12_mths,63,0.9546434020996094,0.6677930450439453
1,FTT,LOAN,0.0005,1,OOB,grade,2,0.6630468929096018,0.282140977092496
2,TabNet,SDSS,0.0005,1,OOB,psfMag_g,15,0.98945,0.9917945855428412
2,FTT,LOAN,0.0005,1,OOB,grade,2,0.6662053506991908,0.38795021141469543
0,TabNet,LOAN,0.001,1,OOB,collections_12_mths_ex_med,60,0.6618327545657545,0.9975717439293599
0,TabNet,SDSS,0.0005,1,OOB,psfMag_i,20,0.98845,0.9996092659782305
0,FTT,LOAN,0.001,1,OOB,grade,2,0.6667657222425051,0.42518254372559006
0,SAINT,LOAN,0.01,1,OOB,chargeoff_within_12_mths,63,0.981932373046875,0.6673939514160157
1,TabNet,SDSS,0.0005,1,OOB,psfMag_i,20,0.99025,0.999106893664527
1,FTT,LOAN,0.001,1,OOB,grade,2,0.6656025267662317,0.44896330384282296
1,TabNet,LOAN,0.001,1,OOB,collections_12_mths_ex_med,60,0.6617733212202515,0.9195605291310771
2,TabNet,SDSS,0.0005,1,OOB,psfMag_i,20,0.9885,0.7718113312866313
0,TabNet,CovType,0.0005,1,OOB,Hillshade_3pm,6,0.931180778465272,0.9362402015677491
2,FTT,LOAN,0.001,1,OOB,grade,2,0.6674364699988963,0.4437161439318039
0,TabNet,SDSS,0.0005,1,OOB,psfMag_z,12,0.98835,0.9730393524979067
1,SAINT,LOAN,0.01,1,OOB,chargeoff_within_12_mths,63,0.9802509307861328,0.6652544403076172
0,FTT,LOAN,5e-05,1,OOB,inq_last_6mths,42,0.6654921505531546,0.2468670402445237
1,TabNet,SDSS,0.0005,1,OOB,psfMag_z,12,0.99,0.9997767234161318
2,TabNet,LOAN,0.001,1,OOB,collections_12_mths_ex_med,60,0.6608818210377062,0.9780943809539983
1,FTT,LOAN,5e-05,1,OOB,inq_last_6mths,42,0.663683678754277,0.1438808606021498
2,TabNet,SDSS,0.0005,1,OOB,psfMag_z,12,0.98755,0.8505163271001953
2,SAINT,LOAN,0.01,1,OOB,chargeoff_within_12_mths,63,0.9724396514892578,0.6698647308349609
2,FTT,LOAN,5e-05,1,OOB,inq_last_6mths,42,0.6676572224250503,0.22878636078045136
0,TabNet,SDSS,0.0005,1,OOB,expAB_u,21,0.98845,0.002679319006419202
0,TabNet,LOAN,0.01,1,OOB,collections_12_mths_ex_med,60,0.6617223783526774,1.0
0,FTT,LOAN,0.0005,1,OOB,inq_last_6mths,42,0.6655685648545157,0.36804211241297335
1,TabNet,SDSS,0.0005,1,OOB,expAB_u,21,0.99,0.0019536701088473346
1,FTT,LOAN,0.0005,1,OOB,inq_last_6mths,42,0.66323368342404,0.32951824619198833
2,TabNet,SDSS,0.0005,1,OOB,expAB_u,21,0.98735,0.002958414736254535
1,TabNet,CovType,0.0005,1,OOB,Hillshade_3pm,6,0.937187508067778,0.8734427491601344
0,SAINT,LOAN,0.0001,1,OOB,collections_12_mths_ex_med,60,0.30117168426513674,0.6674449157714843
1,TabNet,LOAN,0.01,1,OOB,collections_12_mths_ex_med,60,0.663327078681259,0.9982000033962201
0,TabNet,SDSS,0.0005,1,OOB,expAB_g,25,0.98935,0.004800446553167736
2,FTT,LOAN,0.0005,1,OOB,inq_last_6mths,42,0.6669015698893691,0.3840615395065292
1,TabNet,SDSS,0.0005,1,OOB,expAB_g,25,0.9911,0.036282444878593355
0,FTT,LOAN,0.001,1,OOB,inq_last_6mths,42,0.6647449884954024,0.5291051112243165
1,SAINT,LOAN,0.0001,1,OOB,collections_12_mths_ex_med,60,0.3654502487182617,0.6653053283691406
2,TabNet,LOAN,0.01,1,OOB,collections_12_mths_ex_med,60,0.6638110359232121,0.9996943401993581
2,TabNet,SDSS,0.0005,1,OOB,expAB_g,25,0.98855,0.00491208484510187
1,FTT,LOAN,0.001,1,OOB,inq_last_6mths,42,0.6651780028697816,0.49786887194552465
0,TabNet,SDSS,0.0005,1,OOB,expAB_r,26,0.9894,0.0019536701088473346
2,FTT,LOAN,0.001,1,OOB,inq_last_6mths,42,0.6674959033443992,0.5007047156514799
1,TabNet,SDSS,0.0005,1,OOB,expAB_r,26,0.98895,0.006754116662015071
0,TabNet,LOAN,0.0001,1,OOB,delinq_2yrs,50,0.6630384024316729,0.24482934284258787
2,SAINT,LOAN,0.0001,1,OOB,collections_12_mths_ex_med,60,0.3066277122497559,0.66761474609375
0,FTT,LOAN,5e-05,1,OOB,installment,11,0.6656789410675927,0.23110884700288672
2,TabNet,SDSS,0.0005,1,OOB,expAB_r,26,0.9896,0.004856265699134803
2,TabNet,CovType,0.0005,1,OOB,Hillshade_3pm,6,0.9431770264106779,0.9312185050391937
1,FTT,LOAN,5e-05,1,OOB,installment,11,0.6643289550768813,0.17709589227190137
0,TabNet,SDSS,0.0005,1,OOB,expAB_i,16,0.98915,0.9735417248116104
1,TabNet,LOAN,0.0001,1,OOB,delinq_2yrs,50,0.6608223876922031,0.33330503149994056
2,FTT,LOAN,5e-05,1,OOB,installment,11,0.6675128843002572,0.23926369950245377
0,SAINT,LOAN,0.001,1,OOB,collections_12_mths_ex_med,60,0.48577007293701174,0.6667402648925781
1,TabNet,SDSS,0.0005,1,OOB,expAB_i,16,0.9901,0.9562936087077868
0,FTT,LOAN,0.0005,1,OOB,installment,11,0.66655346029428,0.31570725080658857
2,TabNet,SDSS,0.0005,1,OOB,expAB_i,16,0.98935,0.99581356405247
2,TabNet,LOAN,0.0001,1,OOB,delinq_2yrs,50,0.6582243014459284,0.0846677647778023
1,FTT,LOAN,0.0005,1,OOB,installment,11,0.6623421832414946,0.3202465655725178
0,TabNet,SDSS,0.0005,1,OOB,expAB_z,24,0.98825,0.592464415294446
1,SAINT,LOAN,0.001,1,OOB,collections_12_mths_ex_med,60,0.8823039245605468,0.6672920989990234
2,FTT,LOAN,0.0005,1,OOB,installment,11,0.666604403161854,0.356976684949651
1,TabNet,SDSS,0.0005,1,OOB,expAB_z,24,0.99065,0.969020373988278
0,FTT,LOAN,0.001,1,OOB,installment,11,0.6663666697798419,0.46797418916624217
0,TabNet,LOAN,0.001,1,OOB,delinq_2yrs,50,0.6616204926175294,0.9554083885209713
2,TabNet,SDSS,0.0005,1,OOB,expAB_z,24,0.9894,0.8905944739045493
